Title,Phone_Number,Addresss,Rating,Num_rating,Rating Count,Price,Category,Cleaned Category,Website_URL,Latitudes,Longitudes,Image_URL,Description,Cleaned Addresss,Business Id
Faith Builders Gym,6 72 62 61 74,"5734+C9M Jupiter Night club, OIC BUEA - Opposite, Great Soppo, Buea",5,1,0.004713494,,Fitness Room, Fitness Room ,"https://www.google.com/maps/place/Faith+Builders+Gym/@4.1535933,9.2198681,14z/data=!4m10!1m2!2m1!1sgym+in+Buea!3m6!1s0x106133ea23777647:0x751a43194a6c9096!8m2!3d4.1535933!4d9.255917!15sCgtneW0gaW4gQnVlYZIBA2d5beABAA!16s%2Fg%2F11j5g3dffs!5m1!1e1?entry=ttu",4.1535933,9.2198681,,Fitness room, 5734 C9M Jupiter Night club  OIC BUEA - Opposite  Great Soppo  Buea ,0x106133ea23777647:0x751a43194a6c9096
Ministry of Justice South west Region Buea,,"564M+GC7, Bongo Square to Buea town Road, Buea",5,1,0.004621072,,Administration, Administration ,"https://www.google.com/maps/place/Ministry+of+Justice+South+west+Region+Buea/@4.1521093,9.2201938,15z/data=!4m10!1m2!2m1!1soffice+in+buea!3m6!1s0x106133792cd40807:0x85fe5f1fe59564d6!8m2!3d4.1562983!4d9.23356!15sCg5vZmZpY2UgaW4gYnVlYZIBEWdvdmVybm1lbnRfb2ZmaWNl4AEA!16s%2Fg%2F11nnqvl7py?entry=ttu",4.1521093,9.2201938,https://lh5.googleusercontent.com/p/AF1QipMky_GXapO1x8y0gdVj025OZEpe0-mCXPbuwOM1=w426-h240-k-no,Administration, 564M GC7  Bongo Square to Buea town Road  Buea ,0x106133792cd40807:0x85fe5f1fe59564d6
Treasury Buea,,"562Q+R7W, Buea",5,1,0.004621072,,Administration, Administration ,"https://www.google.com/maps/place/Treasury+Buea/@4.1521093,9.2201938,15z/data=!4m10!1m2!2m1!1soffice+in+buea!3m6!1s0x1061333b057020a5:0x1a9fc8060a22a961!8m2!3d4.1521093!4d9.2382182!15sCg5vZmZpY2UgaW4gYnVlYZIBEWdvdmVybm1lbnRfb2ZmaWNl4AEA!16s%2Fg%2F11jgjqn1wz?entry=ttu",4.1521093,9.2201938,,Administration, 562Q R7W  Buea ,0x1061333b057020a5:0x1a9fc8060a22a961
Governors Office Buea,2 33 32 26 51,"565J+54R, Buea",5,1,0.004621072,,Administration, Administration ,"https://www.google.com/maps/place/Governor%E2%80%99s+Office+Buea/@4.1573779,9.2116308,15z/data=!4m10!1m2!2m1!1soffice+in+buea!3m6!1s0x106133d8999378bd:0x934e33af3b50ad42!8m2!3d4.1573779!4d9.2296552!15sCg5vZmZpY2UgaW4gYnVlYZIBEWdvdmVybm1lbnRfb2ZmaWNl4AEA!16s%2Fg%2F11jz79y000?entry=ttu",4.1573779,9.2116308,https://lh5.googleusercontent.com/p/AF1QipPwdv7-VItbra7KOwnG26AaXouS_eEeiWeY-3aj=w426-h240-k-no,Administration, 565J 54R  Buea ,0x1061324555555555:0xaf5fc557fb7845a3
"Open Commons, University of Buea",,"Chariot Radio & Television, Open Commons, Buea",5,1,0.004621072,,Administration, Administration ,"https://www.google.com/maps/place/Open+Commons,+University+of+Buea/@4.1474244,9.2680239,15z/data=!4m10!1m2!2m1!1soffice+in+buea!3m6!1s0x1061313856da5447:0xb4db1fe5e19013ef!8m2!3d4.1474244!4d9.2860483!15sCg5vZmZpY2UgaW4gYnVlYZIBEWdvdmVybm1lbnRfb2ZmaWNl4AEA!16s%2Fg%2F11jt0qk8lp?entry=ttu",4.1474244,9.2680239,https://lh5.googleusercontent.com/p/AF1QipMzVjhKB_s5NgUN6aid6qhxjY5mrttiACxPvYsR=w408-h306-k-no,Administration, Chariot Radio & Television  Open Commons  Buea ,0x1061313856da5447:0xb4db1fe5e19013ef
Office Centrum,,"Garden parc / HIMS entrance, Apartment 3 right, Buea",5,2,0.009242144,,Air conditioning systems supplier, Air conditioning systems supplier ,"https://www.google.com/maps/place/Office+Centrum/@4.1509981,9.2759372,15z/data=!4m10!1m2!2m1!1soffice+in+buea!3m6!1s0x106131919ea1e1dd:0x7a51f226ae03bbe7!8m2!3d4.1509981!4d9.2939616!15sCg5vZmZpY2UgaW4gYnVlYZIBG2Fpcl9jb25kaXRpb25pbmdfY29udHJhY3RvcuABAA!16s%2Fg%2F11bbrlbpb5?entry=ttu",4.1509981,9.2759372,,Air conditioning systems supplier, Garden parc / HIMS entrance  Apartment 3 right  Buea ,0x106131919ea1e1dd:0x7a51f226ae03bbe7
Jerusalem Baptist Church,,"5825+P4V, Buea",5,1,0.004621072,,Baptist church, Baptist church ,"https://www.google.com/maps/place/Jerusalem+Baptist+Church/@4.165071,9.2639951,14z/data=!4m11!1m3!2m2!1schurch+in+buea!6e1!3m6!1s0x106131bbc32d4569:0xdef6dbccddffaa16!8m2!3d4.1518509!4d9.3077975!15sCg5jaHVyY2ggaW4gYnVlYZIBDmJhcHRpc3RfY2h1cmNo4AEA!16s%2Fg%2F11f3bb9ysf?entry=ttu",4.165071,9.2639951,https://lh5.googleusercontent.com/p/AF1QipMNVL_pZpD2SVO3paAxzjqsFgRKFEEMGgZnK2oB=w408-h240-k-no-pi-10-ya68.99999-ro-0-fo100,Baptist church, 5825 P4V  Buea ,0x106131bbc32d4569:0xdef6dbccddffaa16
Salem Baptist church,,"Mile 16, Buea",5,1,0.004621072,,Baptist church, Baptist church ,"https://www.google.com/maps/place/Salem+Baptist+church/@4.143131,9.270051,14z/data=!4m11!1m3!2m2!1schurch+in+buea!6e1!3m6!1s0x106131ad7cbf85ff:0x3775c37910adafb4!8m2!3d4.143131!4d9.3060999!15sCg5jaHVyY2ggaW4gYnVlYZIBDmJhcHRpc3RfY2h1cmNo4AEA!16s%2Fg%2F11pzhf5f5_?entry=ttu",4.143131,9.270051,,Baptist church, Mile 16  Buea ,0x106131ad7cbf85ff:0x3775c37910adafb4
Myfriend Snack Bar,,"46WW+872, Buea",5,5,0.02310536,,Bar, Bar ,"https://www.google.com/maps/place/Myfriend+Snack+Bar/@4.1457593,9.2095985,14z/data=!4m11!1m3!2m2!1ssnacks+in+buea!6e5!3m6!1s0x1061333b863ac0f7:0x45cdc6967dbe8c92!8m2!3d4.1457593!4d9.2456474!15sCg5zbmFja3MgaW4gYnVlYVoQIg5zbmFja3MgaW4gYnVlYZIBA2JhcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSVmFTMVFiVkpuRUFF4AEA!16s%2Fg%2F11hdvr319f?entry=ttu",4.1457593,9.2095985,https://lh5.googleusercontent.com/p/AF1QipPS9SgjZuDWkNTkZKkJDLHK9ihZNytaFt5NqXUa=w426-h240-k-no,Image on site to take away, 46WW 872  Buea ,0x1061333b863ac0f7:0x45cdc6967dbe8c92
Kims Lounge,6 70 92 43 82,"574Q+8M8, Buea",5,2,0.009242144,,Bar, Bar ,"https://www.google.com/maps/place/Kim's+Lounge/@4.1558054,9.253146,14z/data=!4m17!1m9!2m8!1snight+club+in+buea!3m5!2sMarvel+Hotel!3s0x10613184434d5a71:0x139ef300d8ab58ed!4m2!1d9.2986465!2d4.1618231!6e5!3m6!1s0x10613177412d6935:0xe713e48bc79b5cd6!8m2!3d4.1558054!4d9.2891949!15sChJuaWdodCBjbHViIGluIGJ1ZWFaFCISbmlnaHQgY2x1YiBpbiBidWVhkgEDYmFy4AEA!16s%2Fg%2F11p0wj_rb9!5m1!1e1?entry=ttu",4.155805,9.253146,,On  site meals  Take, 574Q 8M8  Buea ,0x10613177412d6935:0xe713e48bc79b5cd6
Shushu Bebe Bar,,"468X+JP4, Buea",5,1,0.004621072,,Bar, Bar ,"https://www.google.com/maps/place/Shushu+Bebe+Bar/@4.1165022,9.2132914,14z/data=!4m11!1m3!2m2!1sbars+in+buea!6e5!3m6!1s0x10613385578669e1:0x76cd6a8b0bded721!8m2!3d4.1165022!4d9.2493403!15sCgxiYXJzIGluIGJ1ZWGSAQNiYXLgAQA!16s%2Fg%2F11hgfss6rz?entry=ttu",4.1165022,9.2132914,,Shushu Bebe Bar is a popular nightclub that features live music performances and DJ sets With a vibrant atmosphere and a range of drinks and cocktails it is a perfect place to let loose and dance the night away, 468X JP4  Buea ,0x10613385578669e1:0x76cd6a8b0bded721
Walcutz Barbering Services,6 73 59 49 31,"Total Molyko, Buea",5,1,0.004621072,,Barber, Barber ,"https://www.google.com/maps/place/Walcutz+Barbering+Services/@4.153807,9.1968989,13z/data=!4m10!1m2!2m1!1sbarber+in+buea!3m6!1s0x10613119a671904b:0x3f5a294c538f7009!8m2!3d4.1524542!4d9.294588!15sCg5iYXJiZXIgaW4gYnVlYZIBC2JhcmJlcl9zaG9w4AEA!16s%2Fg%2F11s42w3yhh!5m1!1e1?entry=ttu",4.153807,9.1968989,,Barber, Total Molyko  Buea ,0x10613119a671904b:0x3f5a294c538f7009
Charlo Barbers clinic,6 75 52 90 30,"574Q+H9C, Buea",5,1,0.004621072,,Barber, Barber ,"https://www.google.com/maps/place/Charlo+Barber's+clinic/@4.156427,9.2163074,13z/data=!4m10!1m2!2m1!1sbarber+in+buea!3m6!1s0x1061319bfd5e0c65:0x3ca161b70c4ae912!8m2!3d4.156427!4d9.2884052!15sCg5iYXJiZXIgaW4gYnVlYZIBC2JhcmJlcl9zaG9w4AEA!16s%2Fg%2F11rg_rswhp!5m1!1e1?entry=ttu",4.156427,9.2163074,,Charlo Barbers Clinic is a premium mens grooming center that offers a range of services including haircuts shaves and facials With highend products and expert barbers Charlo Barbers Clinic provides a luxurious grooming experience, 574Q H9C  Buea ,0x1061319bfd5e0c65:0x3ca161b70c4ae912
GOLD PLAZA BUEA,6 53 46 87 12,"molyko to Buea town Rd, Buea",5,15,0.069316081,,Beauty Institute, Beauty Institute ,"https://www.google.com/maps/place/GOLD+PLAZA+BUEA/@4.153472,9.1968991,13z/data=!4m10!1m2!2m1!1sspa+buea+cameroon!3m6!1s0x106131bfb51f5cfb:0x95bcf9f3f1ce16b6!8m2!3d4.1623498!4d9.2587777!15sChFzcGEgYnVlYSBjYW1lcm9vbpIBDGJlYXV0eV9zYWxvbuABAA!16s%2Fg%2F11rgftnmlj!5m1!1e1?entry=ttu",4.153472,9.1968991,,beauty Institute, molyko to Buea town Rd  Buea ,0x106131bfb51f5cfb:0x95bcf9f3f1ce16b6
Kays Beauty Spar,6 82 13 11 37,"Solidarity Entrance Check Point Molyko, Buea",5,4,0.018484288,,Beauty Institute, Beauty Institute ,"https://www.google.com/maps/place/Kays+Beauty+Spar/@4.153472,9.1968991,13z/data=!4m10!1m2!2m1!1sspa+buea+cameroon!3m6!1s0x106133b36cc68ff1:0xf7f59db968cc7c32!8m2!3d4.1559658!4d9.2632243!15sChFzcGEgYnVlYSBjYW1lcm9vbpIBDGJlYXV0eV9zYWxvbuABAA!16s%2Fg%2F11m9_vb2hg!5m1!1e1?entry=ttu",4.153472,9.1968991,,beauty Institute, Solidarity Entrance Check Point Molyko  Buea ,0x106133b36cc68ff1:0xf7f59db968cc7c32
ROYALTY STUDIO,6 74 36 71 16,"574P+QC5, molyko to Buea town Road, Buea",5,1,0.004621072,,Beauty Institute, Beauty Institute ,"https://www.google.com/maps/place/ROYALTY+STUDIO/@4.153472,9.1968991,13z/data=!4m10!1m2!2m1!1sspa+buea+cameroon!3m6!1s0x10613144d651f353:0xb20303bdf71e6104!8m2!3d4.1568838!4d9.2861016!15sChFzcGEgYnVlYSBjYW1lcm9vbpIBDGJlYXV0eV9zYWxvbuABAA!16s%2Fg%2F11qbmkgrln!5m1!1e1?entry=ttu",4.153472,9.1968991,,beauty Institute, 574P QC5  molyko to Buea town Road  Buea ,0x10613144d651f353:0xb20303bdf71e6104
ferisablent,6 78 66 94 93,"24th, molyko to Buea town Rd, Buea",5,2,0.009242144,,Blind, Blind ,"https://www.google.com/maps/place/ferisablent/@4.1516034,9.2175506,14z/data=!4m10!1m2!2m1!1sshops+in+buea!3m6!1s0x106132148ec8d5a9:0x2a98b44131f3b5ca!8m2!3d4.1623498!4d9.2587777!15sCg1zaG9wcyBpbiBidWVhWg8iDXNob3BzIGluIGJ1ZWGSAQVzdG9yZeABAA!16s%2Fg%2F11mx3wyv05?entry=ttu",4.1516034,9.2175506,,Delivery, 24th  molyko to Buea town Rd  Buea ,0x106132148ec8d5a9:0x2a98b44131f3b5ca
EMEC BUEA,,"574F+465, Buea",5,2,0.009242144,,Church, Church ,"https://www.google.com/maps/place/EMEC+BUEA/@4.1552647,9.2370585,14z/data=!4m11!1m3!2m2!1schurch+in+buea!6e1!3m6!1s0x1061335cf993dbcd:0xd633aed57293314e!8m2!3d4.1552647!4d9.2731074!15sCg5jaHVyY2ggaW4gYnVlYZIBBmNodXJjaOABAA!16s%2Fg%2F11t7vsg2wb?entry=ttu",4.1552647,9.2370585,,Church, 574F 465  Buea ,0x1061335cf993dbcd:0xd633aed57293314e
St Anthony of Padua,,"5747+97Q, Buea",5,1,0.004621072,,Church, Church ,"https://www.google.com/maps/place/St+Anthony+of+Padua/@4.1559658,9.2271754,14z/data=!4m10!1m2!2m1!1schurch+in+buea!3m6!1s0x106133ebae428051:0xb5e71445756cb515!8m2!3d4.1559658!4d9.2632243!15sCg5jaHVyY2ggaW4gYnVlYZIBBmNodXJjaOABAA!16s%2Fg%2F11j5q3mn9d?entry=ttu",4.1559658,9.2271754,,Church, 5747 97Q  Buea ,0x106133ebae428051:0xb5e71445756cb515
The Church Of Victory,6 77 51 54 82,"Likoko Membea, Mayor Street, Buea",5,1,0.004621072,,Church, Church ,"https://www.google.com/maps/place/The+Church+Of+Victory/@4.1399772,9.1858483,14z/data=!4m11!1m3!2m2!1schurch+in+buea!6e1!3m6!1s0x106133cf8cfaf613:0xf6d528a3befe4aa8!8m2!3d4.1399772!4d9.2218972!15sCg5jaHVyY2ggaW4gYnVlYZIBBmNodXJjaOABAA!16s%2Fg%2F11trw1t225?entry=ttu",4.1399772,9.1858483,,Church, Likoko Membea  Mayor Street  Buea ,0x106133cf8cfaf613:0xf6d528a3befe4aa8
Power and wisdom city church (PWCC),,"5747+6M5, Malingo Street, Buea",5,1,0.004621072,,Church, Church ,"https://www.google.com/maps/place/Power+and+wisdom+city+church+(PWCC)/@4.1559658,9.2271754,14z/data=!4m10!1m2!2m1!1schurch+in+buea!3m6!1s0x1061339404ccd875:0x2ef49200b75f8ec9!8m2!3d4.1555021!4d9.2642205!15sCg5jaHVyY2ggaW4gYnVlYZIBBmNodXJjaOABAA!16s%2Fg%2F11fqbz5vh9?entry=ttu",4.1559658,9.2271754,https://lh5.googleusercontent.com/p/AF1QipOa1t4mTrEZkCq1N2rqqZsHqW2s-sEkWnslUOl1=w408-h544-k-no,Church, 5747 6M5  Malingo Street  Buea ,0x1061339404ccd875:0x2ef49200b75f8ec9
Zion City Ministries,6 73 76 99 06,"5762+2WQ, Buea",5,1,0.004621072,,Church, Church ,"https://www.google.com/maps/place/Zion+City+Ministries/@4.1512361,9.2112645,14z/data=!4m11!1m3!2m2!1schurch+in+buea!6e1!3m6!1s0x106133147e4603f7:0x5ab7ff9eca3e751c!8m2!3d4.1604914!4d9.2518202!15sCg5jaHVyY2ggaW4gYnVlYZIBBmNodXJjaOABAA!16s%2Fg%2F11ssvhqphy?entry=ttu",4.1512361,9.2112645,,Church, 5762 2WQ  Buea ,0x106133147e4603f7:0x5ab7ff9eca3e751c
Christ Gospel Mission,,"5778+9F2, Unnamed Road, Buea",5,1,0.004621072,,Church, Church ,"https://www.google.com/maps/place/Christ+Gospel+Mission/@4.1559658,9.2271754,14z/data=!4m11!1m3!2m2!1schurch+in+buea!6e1!3m6!1s0x106133110367fd3f:0xabbf35cb4ece6bf!8m2!3d4.1633934!4d9.2661548!15sCg5jaHVyY2ggaW4gYnVlYZIBBmNodXJjaOABAA!16s%2Fg%2F11rsfby6nf?entry=ttu",4.1559658,9.2271754,,Church, 5778 9F2  Unnamed Road  Buea ,0x106133110367fd3f:0xabbf35cb4ece6bf
CITY OF GOD'S DELIGHT ASSEMBLY (COGDA),6 75 07 75 67,"5747+97Q, Buea",5,1,0.004621072,,Church of Christ, Church of Christ ,"https://www.google.com/maps/place/CITY+OF+GOD'S+DELIGHT+ASSEMBLY+(COGDA)/@4.1580943,9.2322506,14z/data=!4m10!1m2!2m1!1schurch+in+buea!3m6!1s0x106133aa97b07c95:0x3b8c4e4124da0ea!8m2!3d4.1559658!4d9.2632243!15sCg5jaHVyY2ggaW4gYnVlYZIBEGNodXJjaF9vZl9jaHJpc3TgAQA!16s%2Fg%2F11h7cvd_gw?entry=ttu",4.1580943,9.2322506,,Church of Christ, 5747 97Q  Buea ,0x10613365119b9c63:0x8739c78d26646527
welmas fashion and beauty shop,6 71 52 87 20,"molyko to Buea town Rd, Buea",5,1,0.004621072,,Clothing store, Clothing store ,"https://www.google.com/maps/place/welma's+fashion+and+beauty+shop/@4.1623498,9.2227288,14z/data=!4m10!1m2!2m1!1sshops+in+buea!3m6!1s0x106133e3beedbdfd:0xb0a65ab786bc99a6!8m2!3d4.1623498!4d9.2587777!15sCg1zaG9wcyBpbiBidWVhWg8iDXNob3BzIGluIGJ1ZWGSAQ5jbG90aGluZ19zdG9yZeABAA!16s%2Fg%2F11kc2xrvkp?entry=ttu",4.1623498,9.2227288,,Purchases in stores  Delivery, molyko to Buea town Rd  Buea ,0x106133e3beedbdfd:0xb0a65ab786bc99a6
Paradise mini market,6 77 12 84 38,"5726+CCJ, Buea",5,1,0.004621072,,Clothing store, Clothing store ,"https://www.google.com/maps/place/Paradise+mini+market/@4.1537011,9.1705451,13z/data=!4m10!1m2!2m1!1smarkets+buea+cameroon!3m6!1s0x106133a2a9b6885b:0x932bdaf61163ec6d!8m2!3d4.1510753!4d9.2610139!15sChVtYXJrZXRzIGJ1ZWEgY2FtZXJvb25aFyIVbWFya2V0cyBidWVhIGNhbWVyb29ukgEOY2xvdGhpbmdfc3RvcmXgAQA!16s%2Fg%2F11sq5mtrg6!5m1!1e1?entry=ttu",4.1537011,9.1705451,,Purchases in stores  Delivery, 5726 CCJ  Buea ,0x106133a2a9b6885b:0x932bdaf61163ec6d
Invasion Wears,6 97 69 07 89,"574Q+6XJ, Buea",5,1,0.004621072,,Clothing store, Clothing store ,"https://www.google.com/maps/place/Invasion+Wears/@4.155593,9.2538511,14z/data=!4m10!1m2!2m1!1sshops+in+buea!3m6!1s0x106131ee79dc1dad:0xf1e1ea06476af92!8m2!3d4.155593!4d9.2899!15sCg1zaG9wcyBpbiBidWVhWg8iDXNob3BzIGluIGJ1ZWGSAQ5jbG90aGluZ19zdG9yZeABAA!16s%2Fg%2F11ghf7npsh?entry=ttu",4.155593,9.2538511,https://lh5.googleusercontent.com/p/AF1QipPBq7BrKJ6ylfeEPO7HaWiMKf8OxjW4eWjOIoGs=w408-h408-k-no,Purchases in stores  Delivery, 574Q 6XJ  Buea ,0x106131ee79dc1dad:0xf1e1ea06476af92
Juvert Fashion Buea,6 78 90 75 23,"Chief street, Buea",5,2,0.009242144,,Clothing store, Clothing store ,"https://www.google.com/maps/place/Juvert+Fashion+Buea/@4.1526498,9.2571474,14z/data=!4m10!1m2!2m1!1sshops+in+buea!3m6!1s0x1061317fe854acc7:0x35aed4fb2244d6f!8m2!3d4.1570354!4d9.2846334!15sCg1zaG9wcyBpbiBidWVhWg8iDXNob3BzIGluIGJ1ZWGSAQ5jbG90aGluZ19zdG9yZeABAA!16s%2Fg%2F11p06prsvy?entry=ttu",4.1526498,9.2571474,https://lh5.googleusercontent.com/p/AF1QipPhxSSz3zV4Ckp3_EuXuPYaYu8bUZt9_yAiDS1q=w426-h240-k-no,Store purchases  Drive available  Delivery, Chief street  Buea ,0x1061317fe854acc7:0x35aed4fb2244d6f
St Theresa International comprehensive College,,"572W+43P, Buea",5,1,0.004621072,,College, College ,"https://www.google.com/maps/place/St+Theresa+International+comprehensive+College/@4.1503296,9.2591659,14z/data=!4m10!1m2!2m1!1sschool+in+buea!3m6!1s0x1061310769aeb007:0x47a0c59caf2d5dbe!8m2!3d4.1503296!4d9.2952148!15sCg5zY2hvb2wgaW4gYnVlYZIBDW1pZGRsZV9zY2hvb2zgAQA!16s%2Fg%2F11sjhfh98j?entry=ttu",4.1503296,9.2591659,https://lh5.googleusercontent.com/p/AF1QipMvr4M14a7zF1ejM9U_oDqca_RGcaM2wD2KYhHx=w408-h306-k-no,College, 572W 43P  Buea ,0x1061310769aeb007:0x47a0c59caf2d5dbe
GHS BUEA TOWN,,"566Q+C5, Buea",5,1,0.004621072,,Establishment of secondary education, Establishment of secondary education ,"https://www.google.com/maps/place/GHS+BUEA+TOWN/@4.1610934,9.2019141,14z/data=!4m10!1m2!2m1!1sschool+in+buea!3m6!1s0x1061332345cd1cb9:0xa1ad7fb060c5ba94!8m2!3d4.1610934!4d9.237963!15sCg5zY2hvb2wgaW4gYnVlYZIBC2hpZ2hfc2Nob29s4AEA!16s%2Fg%2F11t77q2wrk?entry=ttu",4.1610934,9.2019141,,Establishment of secondary education, 566Q C5  Buea ,0x1061332345cd1cb9:0xa1ad7fb060c5ba94
lydels fashion,6 80 42 35 66,"5747+97Q, molyko to Buea town Rd, Buea",5,1,0.004621072,,Fashion Accessory Shop, Fashion Accessory Shop ,"https://www.google.com/maps/place/lydels+fashion/@4.1559658,9.2271754,14z/data=!4m11!1m3!2m2!1sshops+in+buea!6e6!3m6!1s0x106133a3f99a3c57:0xf8f83a499b641c74!8m2!3d4.1559658!4d9.2632243!15sCg1zaG9wcyBpbiBidWVhWg8iDXNob3BzIGluIGJ1ZWGSARlmYXNoaW9uX2FjY2Vzc29yaWVzX3N0b3Jl4AEA!16s%2Fg%2F11qmp18b5h?entry=ttu",4.1559658,9.2271754,https://lh5.googleusercontent.com/p/AF1QipMufo7e0GM7qWTn1I6Qxoi3NK_PZkZmeq4-hsDz=w408-h544-k-no,Purchases in stores  Delivery, 5747 97Q  molyko to Buea town Rd  Buea ,0x106133a3f99a3c57:0xf8f83a499b641c74
Nkolo Shop,6 96 97 18 67,"P.O Box 59 Muea, Buea",5,1,0.004621072,,Fernnishings and Decoration Store, Fernnishings and Decoration Store ,"https://www.google.com/maps/place/Nkolo+Shop/@4.1602722,9.2509875,14z/data=!4m11!1m3!2m2!1sshops+in+buea!6e6!3m6!1s0x106133f7d3a02809:0x1f90d4fbc07daa3b!8m2!3d4.1707055!4d9.275065!15sCg1zaG9wcyBpbiBidWVhWg8iDXNob3BzIGluIGJ1ZWGSARBob21lX2dvb2RzX3N0b3Jl4AEA!16s%2Fg%2F11qnlm0k8f?entry=ttu",4.1602722,9.2509875,https://lh5.googleusercontent.com/p/AF1QipP6f13wtvYO2gJRvNFDbXGVlwBLYgHyMiRGXyOz=w408-h544-k-no,Purchases in stores  Delivery, P.O Box 59 Muea  Buea ,0x106133f7d3a02809:0x1f90d4fbc07daa3b
OrAK flowers world,6 79 46 83 61,"Santa Barbara, Buea",5,1,0.004621072,,Flower Market, Flower Market ,"https://www.google.com/maps/place/OrAK+flowers+world/@4.1538769,9.184053,13z/data=!4m10!1m2!2m1!1smarkets+buea+cameroon!3m6!1s0x10613319db53fb51:0xa924f881225c73fc!8m2!3d4.1586775!4d9.2726046!15sChVtYXJrZXRzIGJ1ZWEgY2FtZXJvb25aFyIVbWFya2V0cyBidWVhIGNhbWVyb29ukgENZmxvd2VyX21hcmtldOABAA!16s%2Fg%2F11swglg_kv!5m1!1e1?entry=ttu",4.1538769,9.184053,,Flower market, Santa Barbara  Buea ,0x10613319db53fb51:0xa924f881225c73fc
King Ethel-Talia,6 77 12 17 59,"46XJ+VVX, Buea",5,3,0.013863216,,Guest House, Guest House ,"https://www.google.com/maps/place/King+Ethel-Talia/@4.1497431,9.160127,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x106133176dfafef1:0xae69890353661542!8m2!3d4.1497431!4d9.2322248!15sCg5sb2RnZXMgaW4gQnVlYZIBC2d1ZXN0X2hvdXNl4AEA!16s%2Fg%2F11k3vw3yqy?entry=ttu",4.1497431,9.160127,https://lh5.googleusercontent.com/p/AF1QipNxFbNcr2lYsfq_f6osqc1R_vryYX208jEzXroK=w408-h306-k-no,Guest House, 46XJ VVX  Buea ,0x106133176dfafef1:0xae69890353661542
Remih Skincare & SPA,6 82 41 60 10,"Molyko, Buea",5,2,0.009242144,,Health and Beauty Store, Health and Beauty Store ,"https://www.google.com/maps/place/Remih+Skincare+%26+SPA/@4.153472,9.1968991,13z/data=!4m10!1m2!2m1!1sspa+buea+cameroon!3m6!1s0x106133b2ce53e947:0xabdba13a85349818!8m2!3d4.1559658!4d9.2632243!15sChFzcGEgYnVlYSBjYW1lcm9vbloTIhFzcGEgYnVlYSBjYW1lcm9vbpIBFmhlYWx0aF9hbmRfYmVhdXR5X3Nob3DgAQA!16s%2Fg%2F11p76wtrfp!5m1!1e1?entry=ttu",4.153472,9.1968991,,Health and Beauty Store, Molyko  Buea ,0x106133b2ce53e947:0xabdba13a85349818
Auditorium Buea,,"563V+G32, Buea",5,2,0.009242144,,Historical Site, Historical Site ,"https://www.google.com/maps/place/Auditorium+Buea/@4.1548455,8.9711476,11z/data=!4m17!1m9!2m8!1sthings+to+do+in+buea!3m5!2sMarvel+Hotel!3s0x10613184434d5a71:0x139ef300d8ab58ed!4m2!1d9.2986465!2d4.1618231!6e1!3m6!1s0x1061332ee2b4f611:0x95d052086962dacb!8m2!3d4.15358!4d9.2431607!15sChR0aGluZ3MgdG8gZG8gaW4gYnVlYZIBE2hpc3RvcmljYWxfbGFuZG1hcmvgAQA!16s%2Fg%2F11sqk809wd!5m1!1e1?entry=ttu",4.1548455,8.9711476,,Historical site, 563V G32  Buea ,0x1061332ee2b4f611:0x95d052086962dacb
Pam's lodge Buea(VIP GUEST HOUSE),6 70 50 72 11,"Mountain Hotel, Adjacent to, Buea",5,9,0.041589649,,Holiday apartment rental, Holiday apartment rental ,"https://www.google.com/maps/place/Pam's+lodge+Buea(VIP+GUEST+HOUSE)/@4.1498452,9.1569645,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x106133a7081d9123:0xfbee6416435a7b99!8m2!3d4.1498452!4d9.2290623!15sCg5sb2RnZXMgaW4gQnVlYVoQIg5sb2RnZXMgaW4gYnVlYZIBGGhvbGlkYXlfYXBhcnRtZW50X3JlbnRhbJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOQ2IyRm1NMDVCRUFF4AEA!16s%2Fg%2F11tnmgrjkz?entry=ttu",4.1498452,9.1569645,,Holiday apartment rental, Mountain Hotel  Adjacent to  Buea ,0x106133a7081d9123:0xfbee6416435a7b99
Apex Guest Facility,,"46WP+8Q9 lower farms, Buea",5,1,0.004621072,,Holiday apartment rental, Holiday apartment rental ,"https://www.google.com/maps/place/Apex+Guest+Facility/@4.145692,9.1643969,13z/data=!4m10!1m2!2m1!1slodges+in+Buea!3m6!1s0x1061332a113107a3:0x3f7ba531eef04f56!8m2!3d4.145692!4d9.2364947!15sCg5sb2RnZXMgaW4gQnVlYZIBGGhvbGlkYXlfYXBhcnRtZW50X3JlbnRhbOABAA!16s%2Fg%2F11sdm7tfkp?entry=ttu",4.145692,9.1643969,,Holiday apartment rental, 46WP 8Q9 lower farms  Buea ,0x1061332a113107a3:0x3f7ba531eef04f56
